match_no,inning,ball,non_striker,batsman,bowler,runs_extra,runs_batsman,runs_total,extras,player_out,elimination_kind,fielders_caught,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
CSK vs RCB 2021-04-25,1st innings,13.4,F du Plessis,SK Raina,HV Patel,0,0,0,,SK Raina,caught,D Padikkal,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,13.5,AT Rayudu,F du Plessis,HV Patel,0,0,0,,F du Plessis,caught,DT Christian,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,13.6,AT Rayudu,RA Jadeja,HV Patel,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,14.1,RA Jadeja,AT Rayudu,Washington Sundar,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,14.2,AT Rayudu,RA Jadeja,Washington Sundar,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,14.3,AT Rayudu,RA Jadeja,Washington Sundar,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,14.4,AT Rayudu,RA Jadeja,Washington Sundar,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,14.5,AT Rayudu,RA Jadeja,Washington Sundar,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,14.6,RA Jadeja,AT Rayudu,Washington Sundar,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,15.1,AT Rayudu,RA Jadeja,KA Jamieson,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,15.2,AT Rayudu,RA Jadeja,KA Jamieson,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,15.3,AT Rayudu,RA Jadeja,KA Jamieson,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,15.4,RA Jadeja,AT Rayudu,KA Jamieson,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,15.5,AT Rayudu,RA Jadeja,KA Jamieson,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,15.6,RA Jadeja,AT Rayudu,KA Jamieson,0,6,6,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,16.1,AT Rayudu,RA Jadeja,Mohammed Siraj,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,16.2,AT Rayudu,RA Jadeja,Mohammed Siraj,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,16.3,AT Rayudu,RA Jadeja,Mohammed Siraj,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,16.4,AT Rayudu,RA Jadeja,Mohammed Siraj,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,16.5,AT Rayudu,RA Jadeja,Mohammed Siraj,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,16.6,RA Jadeja,AT Rayudu,Mohammed Siraj,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,17.1,RA Jadeja,AT Rayudu,HV Patel,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,17.2,AT Rayudu,RA Jadeja,HV Patel,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,17.3,RA Jadeja,AT Rayudu,HV Patel,0,0,0,,AT Rayudu,caught,KA Jamieson,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,17.4,RA Jadeja,MS Dhoni,HV Patel,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,17.5,RA Jadeja,MS Dhoni,HV Patel,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,17.6,MS Dhoni,RA Jadeja,HV Patel,1,0,1,wides,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,17.7,MS Dhoni,RA Jadeja,HV Patel,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,18.1,MS Dhoni,RA Jadeja,Mohammed Siraj,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,18.2,MS Dhoni,RA Jadeja,Mohammed Siraj,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,18.3,MS Dhoni,RA Jadeja,Mohammed Siraj,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,18.4,RA Jadeja,MS Dhoni,Mohammed Siraj,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,18.5,MS Dhoni,RA Jadeja,Mohammed Siraj,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,18.6,MS Dhoni,RA Jadeja,Mohammed Siraj,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,19.1,MS Dhoni,RA Jadeja,HV Patel,0,6,6,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,19.2,MS Dhoni,RA Jadeja,HV Patel,0,6,6,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,19.3,MS Dhoni,RA Jadeja,HV Patel,1,6,7,noballs,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,19.4,MS Dhoni,RA Jadeja,HV Patel,0,6,6,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,19.5,MS Dhoni,RA Jadeja,HV Patel,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,19.6,MS Dhoni,RA Jadeja,HV Patel,0,6,6,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,1st innings,19.7,MS Dhoni,RA Jadeja,HV Patel,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,0.1,D Padikkal,V Kohli,DL Chahar,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,0.2,D Padikkal,V Kohli,DL Chahar,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,0.3,V Kohli,D Padikkal,DL Chahar,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,0.4,V Kohli,D Padikkal,DL Chahar,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,0.5,V Kohli,D Padikkal,DL Chahar,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,0.6,V Kohli,D Padikkal,DL Chahar,1,0,1,wides,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,0.7,V Kohli,D Padikkal,DL Chahar,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,1.1,D Padikkal,V Kohli,SM Curran,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,1.2,V Kohli,D Padikkal,SM Curran,0,6,6,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,1.3,V Kohli,D Padikkal,SM Curran,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,1.4,D Padikkal,V Kohli,SM Curran,1,0,1,wides,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,1.5,D Padikkal,V Kohli,SM Curran,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,1.6,V Kohli,D Padikkal,SM Curran,0,6,6,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,1.7,V Kohli,D Padikkal,SM Curran,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,2.1,D Padikkal,V Kohli,DL Chahar,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,2.2,V Kohli,D Padikkal,DL Chahar,1,0,1,wides,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,2.3,V Kohli,D Padikkal,DL Chahar,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,2.4,V Kohli,D Padikkal,DL Chahar,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,2.5,V Kohli,D Padikkal,DL Chahar,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,2.6,D Padikkal,V Kohli,DL Chahar,1,0,1,legbyes,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,2.7,V Kohli,D Padikkal,DL Chahar,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,3.1,D Padikkal,V Kohli,SM Curran,0,0,0,,V Kohli,caught,MS Dhoni,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,3.2,D Padikkal,Washington Sundar,SM Curran,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,3.3,D Padikkal,Washington Sundar,SM Curran,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,3.4,D Padikkal,Washington Sundar,SM Curran,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,3.5,D Padikkal,Washington Sundar,SM Curran,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,3.6,D Padikkal,Washington Sundar,SM Curran,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,4.1,D Padikkal,Washington Sundar,SN Thakur,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,4.2,D Padikkal,Washington Sundar,SN Thakur,2,0,2,legbyes,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,4.3,D Padikkal,Washington Sundar,SN Thakur,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,4.4,Washington Sundar,D Padikkal,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,4.5,Washington Sundar,D Padikkal,SN Thakur,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,4.6,Washington Sundar,D Padikkal,SN Thakur,0,0,0,,D Padikkal,caught,SK Raina,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,5.1,GJ Maxwell,Washington Sundar,SM Curran,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,5.2,Washington Sundar,GJ Maxwell,SM Curran,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,5.3,Washington Sundar,GJ Maxwell,SM Curran,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,5.4,Washington Sundar,GJ Maxwell,SM Curran,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,5.5,Washington Sundar,GJ Maxwell,SM Curran,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,5.6,Washington Sundar,GJ Maxwell,SM Curran,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,6.1,GJ Maxwell,Washington Sundar,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,6.2,GJ Maxwell,Washington Sundar,RA Jadeja,0,0,0,,Washington Sundar,caught,RD Gaikwad,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,6.3,AB de Villiers,GJ Maxwell,RA Jadeja,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,6.4,AB de Villiers,GJ Maxwell,RA Jadeja,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,6.5,GJ Maxwell,AB de Villiers,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,6.6,GJ Maxwell,AB de Villiers,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,7.1,AB de Villiers,GJ Maxwell,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,7.2,AB de Villiers,GJ Maxwell,Imran Tahir,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,7.3,AB de Villiers,GJ Maxwell,Imran Tahir,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,7.4,GJ Maxwell,AB de Villiers,Imran Tahir,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,7.5,AB de Villiers,GJ Maxwell,Imran Tahir,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,7.6,GJ Maxwell,AB de Villiers,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,8.1,AB de Villiers,GJ Maxwell,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,8.2,AB de Villiers,GJ Maxwell,RA Jadeja,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,8.3,AB de Villiers,GJ Maxwell,RA Jadeja,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,8.4,GJ Maxwell,AB de Villiers,RA Jadeja,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,8.5,AB de Villiers,GJ Maxwell,RA Jadeja,0,0,0,,GJ Maxwell,bowled,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,8.6,AB de Villiers,DT Christian,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,9.1,DT Christian,AB de Villiers,Imran Tahir,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,9.2,AB de Villiers,DT Christian,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,9.3,AB de Villiers,DT Christian,Imran Tahir,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,9.4,DT Christian,AB de Villiers,Imran Tahir,0,0,0,,DT Christian,run out,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,9.5,AB de Villiers,KA Jamieson,Imran Tahir,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,9.6,KA Jamieson,AB de Villiers,Imran Tahir,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,10.1,KA Jamieson,AB de Villiers,RA Jadeja,0,0,0,,AB de Villiers,bowled,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,10.2,KA Jamieson,HV Patel,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,10.3,KA Jamieson,HV Patel,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,10.4,KA Jamieson,HV Patel,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,10.5,KA Jamieson,HV Patel,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,10.6,KA Jamieson,HV Patel,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,11.1,HV Patel,KA Jamieson,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,11.2,HV Patel,KA Jamieson,Imran Tahir,0,4,4,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
